SMILES
FC(C1)CN(C2)C1(COc1nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n1)CC2F
CC(=O)NCCNS(=O)(=O)C[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O
CCC(=O)N1CCN2c3ncnc4cc(C5=C6C=NN=C6C=CC5C)c(Cl)c(c34)OCC[C@H]2C1
CCS(=O)(=O)NC1CCN(C(=O)CNc2cc(Cl)c(Cl)cc2O)CC1
CCC(=O)N1CCN2c3c(cnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)OC[C@H]2C1
COCCCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1
CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C[C@H]1Oc(cc1)ccc1S(F)(=O)=O
CC(C)N1[C@H](COc2nc(N3C[C@H]([C@@H](C4)O)N[C@H]4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)CCC1
CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N1CC[C@]3(CCN(C(=O)CCC(C)(C)N(C)C)C3)C1=O)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2
Oc1cc2ccccc2c(-c2ncc3c(N4CC(CC5)NC5C4)nc(OC(CC4)CCS4(=O)=O)nc3c2F)c1
NC(NCCCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1)=N
Fc(c1n2)c(-c3cccc4ccccc34)ncc1c(N1CC(CC3)NC3C1)nc2OC[C@H]1N(Cc2ccccc2)CCC1
Cc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OCCc4nccn4C)c3F)cccc2ccc1
F[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c(C4CCC4)cccc3)c3F)c3n2)C1
CC1(C)C[C@@]2(C)c3ccccc3N[C@@]2(C)N1
O=C1N[C@H](C2=C(CNCCCCCCNCC3N=c4ccccc4=C3[C@H]3NC(=O)c4ccc(O)cc43)N=C3C=CC=CC32)c2cc(O)ccc21
CCC(=O)N1CC[C@@H](C2=NC(=O)c3cc(-c4ccc(F)cc4F)ccc3C2)C1
OC[C@H](CCC1)N1c1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1
COc(cccc1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCC2(CCC3)N3CCC2)c1F
CC(C)n1c(CCOc2nc(N3CC(CC4)NC4C3)c(cnc(-c(c3ccccc3cc3)c3O)c3F)c3n2)ncc1
C#CC1=CC=CC2=CC(O)=C[C@]([C@]3=C(C=C4C(N5CC6CCC(N6)C5)=NC(OCC7(CC7)CN8CC9=CN=CN9CC8)=NC4=C3F)F)=C12
